location,name,freq,weighting,n_factors,date,ret
usa,accruals,monthly,vw_cap,6,1968-10-31,0.006794073667021672
usa,accruals,monthly,vw_cap,6,1968-11-30,-0.01075843217477406
usa,accruals,monthly,vw_cap,6,1968-12-31,0.00764508058379704
usa,accruals,monthly,vw_cap,6,1969-01-31,0.007006577851147451
usa,accruals,monthly,vw_cap,6,1969-02-28,0.010307936593463784
usa,accruals,monthly,vw_cap,6,1969-03-31,-0.0029941257738862986
usa,accruals,monthly,vw_cap,6,1969-04-30,-0.001695433808146459
usa,accruals,monthly,vw_cap,6,1969-05-31,0.004706263334185588
usa,accruals,monthly,vw_cap,6,1969-06-30,0.010462233128920195
usa,accruals,monthly,vw_cap,6,1969-07-31,0.013914991446093877
usa,accruals,monthly,vw_cap,6,1969-08-31,-0.012651989868649906
usa,accruals,monthly,vw_cap,6,1969-09-30,0.004890958932978505
usa,accruals,monthly,vw_cap,6,1969-10-31,-0.00725441641064288
usa,accruals,monthly,vw_cap,6,1969-11-30,0.00725957587907847
usa,accruals,monthly,vw_cap,6,1969-12-31,-0.0023519032430642773
usa,accruals,monthly,vw_cap,6,1970-01-31,0.024951840357528704
usa,accruals,monthly,vw_cap,6,1970-02-28,0.007515945375396464
usa,accruals,monthly,vw_cap,6,1970-03-31,0.026459477165266292
usa,accruals,monthly,vw_cap,6,1970-04-30,0.04712377315337935
usa,accruals,monthly,vw_cap,6,1970-05-31,0.02393410312800438
usa,accruals,monthly,vw_cap,6,1970-06-30,0.020328907103279042
usa,accruals,monthly,vw_cap,6,1970-07-31,0.011091060460996048
usa,accruals,monthly,vw_cap,6,1970-08-31,-0.009875268002555547
usa,accruals,monthly,vw_cap,6,1970-09-30,-0.027404308265947416
usa,accruals,monthly,vw_cap,6,1970-10-31,0.01661311234251633
usa,accruals,monthly,vw_cap,6,1970-11-30,0.01091108524290288
usa,accruals,monthly,vw_cap,6,1970-12-31,0.004284437950816664
usa,accruals,monthly,vw_cap,6,1971-01-31,-0.0002215847963505923
usa,accruals,monthly,vw_cap,6,1971-02-28,-0.0003398058940609471
usa,accruals,monthly,vw_cap,6,1971-03-31,-0.012768779692283497
usa,accruals,monthly,vw_cap,6,1971-04-30,-0.00792084114133309
usa,accruals,monthly,vw_cap,6,1971-05-31,-0.0054174671917420385
usa,accruals,monthly,vw_cap,6,1971-06-30,-0.012262644717365127
usa,accruals,monthly,vw_cap,6,1971-07-31,0.009723804848130357
usa,accruals,monthly,vw_cap,6,1971-08-31,0.0007628852414657017
usa,accruals,monthly,vw_cap,6,1971-09-30,-0.0039712142621187866
usa,accruals,monthly,vw_cap,6,1971-10-31,0.003977544301886397
usa,accruals,monthly,vw_cap,6,1971-11-30,-0.0021199271547506946
usa,accruals,monthly,vw_cap,6,1971-12-31,-0.008508051992065559
usa,accruals,monthly,vw_cap,6,1972-01-31,-0.0013925781764625867
usa,accruals,monthly,vw_cap,6,1972-02-29,-0.009781474799824977
usa,accruals,monthly,vw_cap,6,1972-03-31,-0.0061259274316372335
usa,accruals,monthly,vw_cap,6,1972-04-30,-0.003040287504446963
usa,accruals,monthly,vw_cap,6,1972-05-31,-0.01933056796663142
usa,accruals,monthly,vw_cap,6,1972-06-30,-0.002159049542362018
usa,accruals,monthly,vw_cap,6,1972-07-31,0.012125783782683778
usa,accruals,monthly,vw_cap,6,1972-08-31,0.011799403009147122
usa,accruals,monthly,vw_cap,6,1972-09-30,-0.00647425661674247
usa,accruals,monthly,vw_cap,6,1972-10-31,0.013866698149242365
usa,accruals,monthly,vw_cap,6,1972-11-30,0.010521838879806922
usa,accruals,monthly,vw_cap,6,1972-12-31,-0.010521097101227938
usa,accruals,monthly,vw_cap,6,1973-01-31,0.004582163210743701
usa,accruals,monthly,vw_cap,6,1973-02-28,0.018063417214914685
usa,accruals,monthly,vw_cap,6,1973-03-31,0.017150859886169555
usa,accruals,monthly,vw_cap,6,1973-04-30,0.030285576192356445
usa,accruals,monthly,vw_cap,6,1973-05-31,0.012125227232235017
usa,accruals,monthly,vw_cap,6,1973-06-30,0.008062342129359187
usa,accruals,monthly,vw_cap,6,1973-07-31,-0.0384710337116988
usa,accruals,monthly,vw_cap,6,1973-08-31,0.00293837951996713
usa,accruals,monthly,vw_cap,6,1973-09-30,-0.00306752423818972
usa,accruals,monthly,vw_cap,6,1973-10-31,0.015572837735566633
usa,accruals,monthly,vw_cap,6,1973-11-30,0.03760816578885823
usa,accruals,monthly,vw_cap,6,1973-12-31,0.019801559643234896
usa,accruals,monthly,vw_cap,6,1974-01-31,0.01300159092490391
usa,accruals,monthly,vw_cap,6,1974-02-28,0.018301915459587953
usa,accruals,monthly,vw_cap,6,1974-03-31,0.0008200477642243137
usa,accruals,monthly,vw_cap,6,1974-04-30,0.00447966108205048
usa,accruals,monthly,vw_cap,6,1974-05-31,-0.0029693583977703185
usa,accruals,monthly,vw_cap,6,1974-06-30,0.012826340451579774
usa,accruals,monthly,vw_cap,6,1974-07-31,0.04474099260337727
usa,accruals,monthly,vw_cap,6,1974-08-31,0.026390977178418245
usa,accruals,monthly,vw_cap,6,1974-09-30,0.04079608609436287
usa,accruals,monthly,vw_cap,6,1974-10-31,-0.02043699641584946
usa,accruals,monthly,vw_cap,6,1974-11-30,0.013981498327939748
usa,accruals,monthly,vw_cap,6,1974-12-31,0.02052572116531142
usa,accruals,monthly,vw_cap,6,1975-01-31,-0.007165127613704451
usa,accruals,monthly,vw_cap,6,1975-02-28,-0.02314233380572438
usa,accruals,monthly,vw_cap,6,1975-03-31,-0.00739210880437078
usa,accruals,monthly,vw_cap,6,1975-04-30,-0.0012620554360935413
usa,accruals,monthly,vw_cap,6,1975-05-31,0.0034242739137117437
usa,accruals,monthly,vw_cap,6,1975-06-30,0.009977101615075194
usa,accruals,monthly,vw_cap,6,1975-07-31,0.013741114015622774
usa,accruals,monthly,vw_cap,6,1975-08-31,0.007260844229112626
usa,accruals,monthly,vw_cap,6,1975-09-30,0.009575594526775725
usa,accruals,monthly,vw_cap,6,1975-10-31,-0.006918148614122954
usa,accruals,monthly,vw_cap,6,1975-11-30,-0.0001315177134170991
usa,accruals,monthly,vw_cap,6,1975-12-31,0.009987695941181497
usa,accruals,monthly,vw_cap,6,1976-01-31,0.013277342635650563
usa,accruals,monthly,vw_cap,6,1976-02-29,0.024183672891753123
usa,accruals,monthly,vw_cap,6,1976-03-31,0.0029116042330619048
usa,accruals,monthly,vw_cap,6,1976-04-30,0.0063493771716356395
usa,accruals,monthly,vw_cap,6,1976-05-31,-0.004457975692777608
usa,accruals,monthly,vw_cap,6,1976-06-30,0.004133137887168511
usa,accruals,monthly,vw_cap,6,1976-07-31,0.007713880619624742
usa,accruals,monthly,vw_cap,6,1976-08-31,-0.004868165567237522
usa,accruals,monthly,vw_cap,6,1976-09-30,-0.0020658860941133827
usa,accruals,monthly,vw_cap,6,1976-10-31,-0.0011237495995845594
usa,accruals,monthly,vw_cap,6,1976-11-30,0.0016764420179966914
usa,accruals,monthly,vw_cap,6,1976-12-31,0.011658055547917733
usa,accruals,monthly,vw_cap,6,1977-01-31,0.0069309761580348865
usa,accruals,monthly,vw_cap,6,1977-02-28,0.0019333547809448637
usa,accruals,monthly,vw_cap,6,1977-03-31,0.003626897817147958
usa,accruals,monthly,vw_cap,6,1977-04-30,0.014778623937384135
usa,accruals,monthly,vw_cap,6,1977-05-31,0.0014650029371763556
usa,accruals,monthly,vw_cap,6,1977-06-30,-0.0061182775255409745
usa,accruals,monthly,vw_cap,6,1977-07-31,-0.006284820753554123
usa,accruals,monthly,vw_cap,6,1977-08-31,-0.011160255214415655
usa,accruals,monthly,vw_cap,6,1977-09-30,-0.0016004196666851353
usa,accruals,monthly,vw_cap,6,1977-10-31,0.001823139737482522
usa,accruals,monthly,vw_cap,6,1977-11-30,-0.0011457497959614729
usa,accruals,monthly,vw_cap,6,1977-12-31,0.0063117849898581685
usa,accruals,monthly,vw_cap,6,1978-01-31,0.0020218497389186186
usa,accruals,monthly,vw_cap,6,1978-02-28,0.004915322529308124
usa,accruals,monthly,vw_cap,6,1978-03-31,0.005809031993657311
usa,accruals,monthly,vw_cap,6,1978-04-30,-0.002941142658763709
usa,accruals,monthly,vw_cap,6,1978-05-31,-0.00048639327595130337
