Date,ours,french
2013-08-31,-0.025404109904390723,0.0004
2013-09-30,0.034172469664899584,0.0302
2013-10-31,-0.006284119699151762,0.0002
2013-11-30,0.006256261161590379,0.0039000000000000003
2013-12-31,-0.016452739717630713,0.0002
2014-01-31,0.0019324959587700419,0.0161
2014-02-28,0.024240046193222876,0.0213
2014-03-31,-0.006697553418951769,-0.0327
2014-04-30,-0.054119191081776694,-0.0382
2014-05-31,0.02436520606927833,0.0089
2014-06-30,-0.0002221919208162046,0.006500000000000001
2014-07-31,-0.028371782494172798,-0.0017000000000000001
2014-08-31,-0.0015752469776931372,0.0083
2014-09-30,-0.023392371447991042,0.006
2014-10-31,0.018699725394195427,-0.0021
2014-11-30,0.028482218501791886,0.0069
2014-12-31,-0.008290658987933025,0.0103
2015-01-31,0.03382370095097451,0.0374
2015-02-28,-0.0109733849637145,-0.031
2015-03-31,0.021656417581210986,0.027000000000000003
2015-04-30,-0.04534695644753004,-0.0727
2015-05-31,0.035856721749031956,0.056799999999999996
2015-06-30,0.016806708599125898,0.0301
2015-07-31,0.052072742588220255,0.09970000000000001
2015-08-31,-0.01288131192864779,-0.0216
2015-09-30,0.010013179346566028,0.0524
2015-10-31,0.0180611284064202,-0.0319
2015-11-30,0.021412832067201397,0.0229
2015-12-31,0.003769622824930499,0.0334
2016-01-31,-0.004467814197084065,0.016
2016-02-29,-0.030576862330129517,-0.0435
2016-03-31,-0.030365374571014347,-0.0504
2016-04-30,-0.04876428419830258,-0.059800000000000006
2016-05-31,-0.03296020989674839,0.0147
2016-06-30,0.070281490810465,0.042
2016-07-31,-0.053494622953803,-0.0331
2016-08-31,-0.03511888452056081,-0.0341
2016-09-30,0.03168120917902438,0.0026
2016-10-31,-0.04194125865512483,0.0051
2016-11-30,-0.05833895619389225,-0.04769999999999999
2016-12-31,-0.003576737769853157,-0.0027
2017-01-31,-0.030343225043750262,-0.009300000000000001
2017-02-28,0.010825594497565788,-0.0151
2017-03-31,-0.03389414263795941,-0.0097
2017-04-30,0.0026262688572366508,0.0048
2017-05-31,0.010414489921422573,0.015
2017-06-30,0.008298785974006847,-0.001
2017-07-31,0.029292659545464856,0.0163
2017-08-31,0.026199304259570864,0.0331
2017-09-30,-0.004734119346914905,-0.013500000000000002
2017-10-31,0.05190187508660771,0.0421
2017-11-30,-0.010064782335632745,-0.009399999999999999
2017-12-31,-2.6918284399681663e-05,-0.0155
2018-01-31,0.04478935545539837,0.0408
2018-02-28,0.014093729482950693,0.0368
2018-03-31,-0.025303391018632167,-0.012
2018-04-30,0.014402734060808636,0.0045000000000000005
2018-05-31,0.01674655202440107,0.0391
2018-06-30,-0.0004544462428030117,-0.0226
2018-07-31,-0.0428019154366205,-0.0143
2018-08-31,0.03433905961007312,0.053
2018-09-30,0.011415984028767838,-0.0008
2018-10-31,-0.024140440431693472,-0.0206
2018-11-30,0.01574796722566879,-0.013999999999999999
2018-12-31,0.014763420574284536,0.0176
2019-01-31,-0.08098233505274849,-0.0862
2019-02-28,-0.00560031936657026,0.005
2019-03-31,0.03065736058958468,0.022400000000000003
2019-04-30,-0.00794335656472736,-0.0291
2019-05-31,0.03174397246334895,0.0755
2019-06-30,-0.02065154299383541,-0.022400000000000003
2019-07-31,-0.010357547879170478,0.0292
2019-08-31,0.03611163552510872,0.0751
2019-09-30,-0.04060134870770772,-0.0674
2019-10-31,-0.07262547622861656,0.0013
2019-11-30,-0.014372392285208244,-0.0263
2019-12-31,0.007752552521252589,-0.0222
2020-01-31,0.026974722295615837,0.0602
2020-02-29,0.0030695618985233236,-0.0028000000000000004
2020-03-31,0.0188444411405653,0.0821
2020-04-30,0.0009652702055347184,-0.0548
2020-05-31,0.035464820867308844,0.0016
2020-06-30,0.0030588680564125267,-0.0083
2020-07-31,0.06442124598831514,0.0771
2020-08-31,0.040715425270239684,0.0046
2020-09-30,0.057358698119900596,0.0319
2020-10-31,0.002697791347230638,-0.031400000000000004
2020-11-30,-0.16798441812861944,-0.1255
2020-12-31,-0.02635800670546456,-0.023700000000000002
2021-01-31,0.004832583722608396,0.0431
2021-02-28,-0.08733544171385905,-0.0796
2021-03-31,-0.028783894371596105,-0.0616
2021-04-30,0.025962197372017118,0.0123
2021-05-31,0.02443990357540454,0.005600000000000001
2021-06-30,-0.03346003885968745,0.0207
2021-07-31,-0.04294812084569352,-0.0218
2021-08-31,0.011941501727804386,0.0263
2021-09-30,0.004764365938558845,0.0139
2021-10-31,0.016588076834480735,0.0332
2021-11-30,-0.02152035058290928,0.0096
2021-12-31,-0.0313667170267504,-0.0239
2022-01-31,-0.012977819318897238,-0.0242
2022-02-28,0.015674744336133934,0.016399999999999998
2022-03-31,0.011878304667609411,0.0292
2022-04-30,0.0649917028235988,0.05
2022-05-31,-0.047731466475442186,0.0253
2022-06-30,0.06887092313296958,0.0109
2022-07-31,-0.07851531521015441,-0.0436
2022-08-31,-0.01107012979409338,0.019799999999999998
2022-09-30,0.06184674529232552,0.0371
2022-10-31,-0.021379001941144088,0.0391
2022-11-30,-0.04003367534269302,-0.0172
2022-12-31,0.02038047383886482,0.049699999999999994
2023-01-31,-0.108252806437267,-0.16210000000000002
2023-02-28,-0.0041993950685050435,0.0054
2023-03-31,-0.03128254005842064,-0.0235
2023-04-30,-0.0025408928794760314,0.0175
2023-05-31,0.0376023515417106,-0.0086
2023-06-30,0.03381769661672172,-0.027200000000000002
2023-07-31,-0.012118806005031457,-0.0397
2023-08-31,0.03515002291853237,0.0375
2023-09-30,-0.00755576420679601,0.003
2023-10-31,-0.013894768012896823,0.0169
2023-11-30,-0.003348604600779556,0.0253
2023-12-31,0.024450550494194,-0.0555
2024-01-31,0.008959746608790476,0.052199999999999996
2024-02-29,0.012848573374242833,0.0493
2024-03-31,0.034265513852339224,-0.0031
2024-04-30,-0.019459357585583217,-0.0045000000000000005
2024-05-31,0.026213499432090615,-0.0022
2024-06-30,-0.007505928682243004,0.0086
2024-07-31,-0.0205836735525271,-0.0235
2024-08-31,0.00537763361582588,0.048600000000000004
2024-09-30,-0.005372376465687577,-0.005600000000000001
2024-10-31,0.02272087451649977,0.0294
2024-11-30,0.04460959263498062,0.0101
2024-12-31,-0.012840931838780288,-0.004
2025-01-31,0.06548044812414688,0.009899999999999999
2025-02-28,-0.03256174976310494,-0.0085
2025-03-31,-0.033939314140039485,-0.027000000000000003
2025-04-30,0.053703285613517705,0.050199999999999995
2025-05-31,0.0403797606440034,0.0217
2025-06-30,-0.010069448130059201,-0.0273
2025-07-31,0.020256239892654855,-0.0095
2025-08-31,-0.08978842746390052,-0.036000000000000004
2025-09-30,0.039694905360620474,0.0463
2025-10-31,0.023647759097503194,0.0033
2025-11-30,-0.01934672981912157,-0.0179
2025-12-31,-0.001151578393024065,-0.0233
2026-01-31,-0.00606750036285475,0.049800000000000004
2026-02-28,-0.02399568565594795,0.0127
2026-03-31,0.030947199963307283,0.0154
2026-04-30,0.09509148989527189,0.0962
